Empresa;Projeto;Categoria;jan/24;fev/24;mar/24;abr/24;mai/24;jun/24;jul/24;ago/24;set/24;out/24;nov/24;dez/24;jan/25;fev/25;mar/25;abr/25;mai/25;jun/25;jul/25;ago/25;set/25;out/25;nov/25;dez/25;jan/26;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Serviços;;;;;;;;;;;;;;;;;;;;303;;;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Serviços;;;;;;;;;;;;;;;;;;;;506;;;;;;
Mar_BR;Rede Alpha;Serviços;;;;;;;;;;;;;;;;;;;;23;;;;;;
Mar_BR;Rossi Advogados;Serviços;;;;;;;;;;;;;;;;;;;;8;;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Serviços;;;;;;;;;;;;;;;;;;;;4410;;;;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Serviços;;;;;;;;;;;;;;;;;;;;480;;;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Consórcios - a contemplar;;;;;;;;;;;;;;;;;;;;;;682;;1129;285;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Consórcios - a contemplar;;;;;;;;;;;;;;;;;;143;151;150;155;142;126;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Consórcios - a contemplar;;;;;;;;;;;;;;;;;;254;221;252;;;424;96;;
Mar_BR;Eventuais B2G;Consórcios - a contemplar;;;;;;;;;;;;;;;;;;123;;;157;;;;;
Mar_BR;Rede Alpha;Consórcios - a contemplar;;;;;;;;;;;;;;;;;;11;12;;14;;10;9;16;
Mar_BR;Rossi Advogados;Consórcios - a contemplar;;;;;;;;;;;;;;;;;;4;4;;4;;4;2;4;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Consórcios - a contemplar;;;;;;;;;;;;;;;;;;2098;2205;2193;2263;1818;1962;1306;2215;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Consórcios - a contemplar;;;;;;;;;;;;;;;;;;207;247;245;247;199;214;142;242;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Consórcios - a contemplar;;;;;;;;;;;;;;;;;;;;;;;;122;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Consórcios - a contemplar;;;;;;;;;;;;;;;;;;;;;;;101;67;114;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Serviços;;;;;;;;;;;;;;;;;;;;;;;;;5;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Serviços;;;;;;;;;;;;;;;;;;3;;3;;;3;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Serviços;;;;;;;;;;;;;;;;;;4;;4;;;4;7;;
Mar_BR;Eventuais B2G;Serviços;;;;;;;;;;;;;;;;;;2;;;;;;;;
Mar_BR;Rede Alpha;Serviços;;;;;;;;;;;;;;;;;;;;;;;;;0;
Mar_BR;Rossi Advogados;Serviços;;;;;;;;;;;;;;;;;;;;;;;;;0;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Serviços;;;;;;;;;;;;;;;;;;37;;39;;;39;39;39;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Serviços;;;;;;;;;;;;;;;;;;4;;4;;;4;4;4;
Mar_BR;São Paulo CRSN PSP 6018/2025;Serviços;;;;;;;;;;;;;;;;;;;;;;;;;2;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;3;;26;5;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;0;1;1;1;1;0;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Financeiras;;;;;;;;;;;;;;;;;;0;1;2;;;0;2;;
Mar_BR;Eventuais B2G;Despesas Financeiras;;;;;;;;;;;;;;;;;;0;;;1;;;;;
Mar_BR;Rede Alpha;Despesas Financeiras;;;;;;;;;;;;;;;;;;0;0;0;0;;0;0;0;
Mar_BR;Rossi Advogados;Despesas Financeiras;;;;;;;;;;;;;;;;;;0;0;0;0;;0;0;0;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;1;8;18;15;7;2;30;35;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;0;1;2;2;1;0;3;4;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;;3;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;0;2;2;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;68;2;164;;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;;3;;;;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;0;4;7;0;14;15;0;2;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Financeiras;;;;;;;;;;;;;;;;;;;5;12;;;52;14;3;
Mar_BR;Eventuais B2G;Despesas Financeiras;;;;;;;;;;;;;;;;;;0;;;0;;;;;
Mar_BR;Mar Brasil - Estoque;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;;20;;
Mar_BR;Rede Alpha;Despesas Financeiras;;;;;;;;;;;;;;;;;;;0;1;0;;1;1;;
Mar_BR;Rossi Advogados;Despesas Financeiras;;;;;;;;;;;;;;;;;;;0;0;0;;0;0;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;5;71;105;1;176;243;196;27;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;1;6;12;0;19;27;21;3;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;0;18;17;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;13;10;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;14;2;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;1;3;1;1;12;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;1;;18;
Mar_BR;Eventuais B2G;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;1;;;;;
Mar_BR;Mar Brasil - Estoque;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;;34;;
Mar_BR;Rede Alpha;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;0;;0;0;;
Mar_BR;Rossi Advogados;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;0;;0;0;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;;115;;13;;11;36;172;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;11;4;1;;31;6;21;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;;;18;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;0;1;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;1837;;3007;1368;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;493;408;509;429;383;338;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Financeiras;;;;;;;;;;;;;;;;;;874;596;850;;;1144;256;;
Mar_BR;Eventuais B2G;Despesas Financeiras;;;;;;;;;;;;;;;;;;421;;;436;;;;;
Mar_BR;Rede Alpha;Despesas Financeiras;;;;;;;;;;;;;;;;;;36;31;39;39;;28;24;75;
Mar_BR;Rossi Advogados;Despesas Financeiras;;;;;;;;;;;;;;;;;;13;11;13;12;;10;6;19;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;7205;5944;7412;6267;4899;5287;3478;10648;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;712;664;807;683;536;576;379;1160;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;;325;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;273;179;549;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;28;;;9;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;47;;;29;;;
Mar_BR;Rede Alpha;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;2;;;1;;;
Mar_BR;Rossi Advogados;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;1;;;0;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;413;;;134;;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;45;;;15;;190;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;170;;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;231;7;;;
Mar_BR;São Paulo SmartSampa SMSU PSP 6029/2025 055/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;;;1869;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;9;1;134;48;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;;2;1;;;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;46;29;27;130;38;21;0;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Despesas Financeiras;;;;;;;;;;;;;;;;;;62;46;45;40;41;66;12;1;
Mar_BR;Eventuais B2G;Despesas Financeiras;;;;;;;;;;;;;;;;;;19;;;96;;;;;
Mar_BR;Mar Brasil - Rateio;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;;54;;
Mar_BR;Rede Alpha;Despesas Financeiras;;;;;;;;;;;;;;;;;;1;6;0;11;2;15;2;3;
Mar_BR;Rossi Advogados;Despesas Financeiras;;;;;;;;;;;;;;;;;;0;0;2;3;1;3;3;78;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Despesas Financeiras;;;;;;;;;;;;;;;;;;521;436;397;1738;388;326;161;366;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;59;49;48;174;27;46;32;40;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;;16;1;
Mar_BR;São Paulo CRSN PSP 6018/2025;Despesas Financeiras;;;;;;;;;;;;;;;;;;;;;;;15;9;19;
Mar_BR;Ybox;Despesas Financeiras;;;;;;;;;;;;;;;;;;;1;14;;;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;518;120;645;89;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Outros Custos;;;;;;;;;;;;;;;;;;;;410;100;;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Outros Custos;;;;;;;;;;;;;;;;;;42;243;92;78;108;256;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Outros Custos;;;;;;;;;;;;;;;;;;74;75;153;;;;55;;
Mar_BR;Eventuais B2G;Outros Custos;;;;;;;;;;;;;;;;;;36;;;79;;;;;
Mar_BR;Rede Alpha;Outros Custos;;;;;;;;;;;;;;;;;;3;4;7;7;;11;5;5;
Mar_BR;Rossi Advogados;Outros Custos;;;;;;;;;;;;;;;;;;1;1;2;2;;4;1;1;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Outros Custos;;;;;;;;;;;;;;;;;;614;962;1337;2274;3076;2134;1196;692;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Outros Custos;;;;;;;;;;;;;;;;;;61;84;206;192;269;468;281;75;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;70;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;110;38;36;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;317;;894;749;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Outros Custos;;;;;;;;;;;;;;;;;;167;280;281;278;80;50;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Outros Custos;;;;;;;;;;;;;;;;;;296;410;470;267;22;189;76;;
Mar_BR;Casa Tupi 771 - Anexo;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;;484;
Mar_BR;D.Z.M;Outros Custos;;;;;;;;;;;;;;;;;;;619;;118;;;;;
Mar_BR;Eventuais B2G;Outros Custos;;;;;;;;;;;;;;;;;;143;;;108;;;;;
Mar_BR;Rede Alpha;Outros Custos;;;;;;;;;;;;;;;;;;12;22;22;10;;5;7;41;
Mar_BR;Rossi Advogados;Outros Custos;;;;;;;;;;;;;;;;;;4;7;7;3;;2;2;11;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Outros Custos;;;;;;;;;;;;;;;;;;2444;4083;4099;4053;1054;1027;1034;5826;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Outros Custos;;;;;;;;;;;;;;;;;;242;456;446;416;113;113;113;635;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;97;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;61;53;300;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;560;;;91;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Outros Custos;;;;;;;;;;;;;;;;;;35;36;;4;117;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Outros Custos;;;;;;;;;;;;;;;;;;62;52;;;;;;;
Mar_BR;Eventuais B2G;Outros Custos;;;;;;;;;;;;;;;;;;30;;;4;;;;;
Mar_BR;Rede Alpha;Outros Custos;;;;;;;;;;;;;;;;;;3;3;;0;;;;4;
Mar_BR;Rossi Advogados;Outros Custos;;;;;;;;;;;;;;;;;;1;1;;0;;;;1;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Outros Custos;;;;;;;;;;;;;;;;;;510;520;;60;1492;;;707;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Outros Custos;;;;;;;;;;;;;;;;;;50;58;;7;163;;;77;
Mar_BR;São Paulo CRSN PSP 6018/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;;36;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;1506;;1497;380;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Outros Custos;;;;;;;;;;;;;;;;;;159;127;95;142;314;191;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Outros Custos;;;;;;;;;;;;;;;;;;282;186;160;;;;127;;
Mar_BR;Eventuais B2G;Outros Custos;;;;;;;;;;;;;;;;;;136;;;144;;;;;
Mar_BR;Rede Alpha;Outros Custos;;;;;;;;;;;;;;;;;;12;10;7;13;;16;12;21;
Mar_BR;Rossi Advogados;Outros Custos;;;;;;;;;;;;;;;;;;4;3;3;4;;6;3;5;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Outros Custos;;;;;;;;;;;;;;;;;;2328;1857;1391;2077;4017;2993;1731;2959;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Outros Custos;;;;;;;;;;;;;;;;;;230;208;151;226;1320;326;189;323;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;162;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;154;89;152;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;2394;;134;198;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Outros Custos;;;;;;;;;;;;;;;;;;32;268;;175;499;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Outros Custos;;;;;;;;;;;;;;;;;;58;391;;;;;11;;
Mar_BR;Eventuais B2G;Outros Custos;;;;;;;;;;;;;;;;;;28;;;177;;;;;
Mar_BR;Rede Alpha;Outros Custos;;;;;;;;;;;;;;;;;;2;21;;16;37;;1;11;
Mar_BR;Rossi Advogados;Outros Custos;;;;;;;;;;;;;;;;;;1;7;;5;14;;0;3;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Outros Custos;;;;;;;;;;;;;;;;;;474;3901;;2549;8033;;155;1544;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Outros Custos;;;;;;;;;;;;;;;;;;47;436;;278;698;;17;168;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;14;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;8;80;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;9;;281;94;
Mar_BR;Bertioga SEDUC 378/2024 54/2024;Outros Custos;;;;;;;;;;;;;;;;;;;;;11;;;;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Outros Custos;;;;;;;;;;;;;;;;;;4;132;85;5;2;15;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Outros Custos;;;;;;;;;;;;;;;;;;7;193;143;;;30;22;;
Mar_BR;Eventuais B2G;Outros Custos;;;;;;;;;;;;;;;;;;3;;;6;;;;;
Mar_BR;Rede Alpha;Outros Custos;;;;;;;;;;;;;;;;;;0;10;7;1;;1;2;4;
Mar_BR;Rossi Advogados;Outros Custos;;;;;;;;;;;;;;;;;;0;3;2;0;;0;1;1;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Outros Custos;;;;;;;;;;;;;;;;;;59;1922;1253;80;96;230;355;528;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Outros Custos;;;;;;;;;;;;;;;;;;6;215;135;9;41;116;83;95;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;119;;28;39;
Mar_BR;São Paulo CRSN PSP 6018/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;12;16;65;
Mar_BR;São Paulo SmartSampa SMSU PSP 6029/2025 055/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;;39;
Mar_BR;Locação Oftalmológico 14/2021 033/2021;Outros Custos;;;;;;;;;;;;;;;;;;565;565;;565;;;;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Outros Custos;;;;;;;;;;;;;;;;;;;;300;;;;;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;133;;424;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Outros Custos;;;;;;;;;;;;;;;;;;;;17;7;28;48;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Outros Custos;;;;;;;;;;;;;;;;;;;;28;;;161;36;;
Mar_BR;Eventuais B2G;Outros Custos;;;;;;;;;;;;;;;;;;;;;7;;;;;
Mar_BR;Rede Alpha;Outros Custos;;;;;;;;;;;;;;;;;;;;1;1;;4;3;;
Mar_BR;Rossi Advogados;Outros Custos;;;;;;;;;;;;;;;;;;;;0;0;;1;1;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Outros Custos;;;;;;;;;;;;;;;;;;;;243;98;354;746;491;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;26;11;39;81;53;;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;46;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;38;25;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;51;;108;24;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Outros Custos;;;;;;;;;;;;;;;;;;9;17;7;11;11;17;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Outros Custos;;;;;;;;;;;;;;;;;;16;25;12;;;57;9;;
Mar_BR;Eventuais B2G;Outros Custos;;;;;;;;;;;;;;;;;;8;;;12;;;;;
Mar_BR;Rede Alpha;Outros Custos;;;;;;;;;;;;;;;;;;1;1;1;1;;1;1;1;
Mar_BR;Rossi Advogados;Outros Custos;;;;;;;;;;;;;;;;;;0;0;0;0;;1;0;0;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Outros Custos;;;;;;;;;;;;;;;;;;128;245;107;166;137;262;125;185;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Outros Custos;;;;;;;;;;;;;;;;;;13;27;12;18;15;28;14;20;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;12;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;13;6;10;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;263;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Outros Custos;;;;;;;;;;;;;;;;;;;9;;;;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Outros Custos;;;;;;;;;;;;;;;;;;;13;;;;;22;;
Mar_BR;Rede Alpha;Outros Custos;;;;;;;;;;;;;;;;;;;1;;;;;2;;
Mar_BR;Rossi Advogados;Outros Custos;;;;;;;;;;;;;;;;;;;0;;;;;1;;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Outros Custos;;;;;;;;;;;;;;;;;;;129;;;;;304;;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Outros Custos;;;;;;;;;;;;;;;;;;;14;;;;;33;;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;28;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;16;;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;;228;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Outros Custos;;;;;;;;;;;;;;;;;;;;14;;;;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Outros Custos;;;;;;;;;;;;;;;;;;;;23;;;;;;
Mar_BR;Rede Alpha;Outros Custos;;;;;;;;;;;;;;;;;;;;1;;;;;12;
Mar_BR;Rossi Advogados;Outros Custos;;;;;;;;;;;;;;;;;;;;0;;;;;3;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Outros Custos;;;;;;;;;;;;;;;;;;;;200;;;;;1771;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;22;;;;;193;
Mar_BR;São Paulo CRSN PSP 6018/2025;Outros Custos;;;;;;;;;;;;;;;;;;;;;;;;;91;
Mar_BR;Bertioga SEDUC 3151/2025 135/2025;Provisão - IRPJ e CSSL Trimestral;;;;;;;;;;;;;;;;;;;;;;4387;;23440;;
Mar_BR;Bertioga SESAP 1390/2024 71/2024;Provisão - IRPJ e CSSL Trimestral;;;;;;;;;;;;;;;;;;1574;1683;1653;1729;2747;1704;;;
Mar_BR;Capina Elétrica / MAM / Crestani / Zasso;Provisão - IRPJ e CSSL Trimestral;;;;;;;;;;;;;;;;;;8694;7335;8342;;;10549;3610;;
Mar_BR;Eventuais B2G;Provisão - IRPJ e CSSL Trimestral;;;;;;;;;;;;;;;;;;1347;;;3605;;;;;
Mar_BR;Rede Alpha;Provisão - IRPJ e CSSL Trimestral;;;;;;;;;;;;;;;;;;115;129;128;155;343;342;190;186;
Mar_BR;Rossi Advogados;Provisão - IRPJ e CSSL Trimestral;;;;;;;;;;;;;;;;;;41;44;44;48;49;49;91;90;
Mar_BR;Santos STS SEDUC 36693/2022 12/2024;Provisão - IRPJ e CSSL Trimestral;;;;;;;;;;;;;;;;;;23030;24512;24097;25238;38450;26643;27114;26482;
Mar_BR;São Paulo CMSP CSP 274/2024 03/2025;Provisão - IRPJ e CSSL Trimestral;;;;;;;;;;;;;;;;;;2276;2740;2624;2749;4194;2902;2954;2885;
Mar_BR;São Paulo CREF4 PSP 2325/2025 93/2025;Provisão - IRPJ e CSSL Trimestral;;;;;;;;;;;;;;;;;;;;;;;;2537;;
Mar_BR;São Paulo CRSN PSP 6018/2025;Provisão - IRPJ e CSSL Trimestral;;;;;;;;;;;;;;;;;;;;;;;1374;1398;1366;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
